ID	DOCULECT	CONCEPT	VALUE	FORM	SEGMENTS	COGID	COGIDS	NOTE
9814	Wayoro	ACTIVE (2.PL)	diat	diat	d ia t	102	41	
9933	Tupari	ACTIVE (2.PL)	uat	uat	ua t	102	41	
10052	Akuntsu	ACTIVE (2.PL)	iat	iat	ia t	102	41	
10184	Mekens	ACTIVE (2.PL)	iat	iat	ia t	102	41	
10290	Mundurukú	ACTIVE (2.PL)	pe	pe	e p e	125	398	
10528	Cinta-Larga	ACTIVE (2.PL)				0		
10667	Gavião	ACTIVE (2.PL)	me	me	m e	125	398	
10766	Monde	ACTIVE (2.PL)				0		
11361	Zoro	ACTIVE (2.PL)				0		
11480	Surui-Paiter	ACTIVE (2.PL)				0		
11612	Karitiana	ACTIVE (2.PL)	aj	aj	ai	461	399	
11718	Arikem	ACTIVE (2.PL)				0		
11837	Mawe	ACTIVE (2.PL)	ewe	ewe	e w e	462	400	
11973	Awetí	ACTIVE (2.PL)	pe	pej / eʔi	p e	125	398	
12075	Asuriní Tocantins	ACTIVE (2.PL)	pe	pe	p e	125	398	
12194	Parakana	ACTIVE (2.PL)				0		
12313	Surui-Aikewara	ACTIVE (2.PL)				0		
12432	Tapirapé	ACTIVE (2.PL)	p(e)	p(e)	p e	125	398	
12551	Tembe	ACTIVE (2.PL)	pe	pe	p e	125	398	
12670	Guajajara	ACTIVE (2.PL)	pe	pe	p e	125	398	
12789	Apiaka	ACTIVE (2.PL)				0		
12908	Parintintin	ACTIVE (2.PL)	pe	pe	p e	125	398	
13146	Tenharim	ACTIVE (2.PL)				0		
13265	Jiahoi	ACTIVE (2.PL)				0		
13503	Urueuwauwau	ACTIVE (2.PL)				0		
13741	Kayabi	ACTIVE (2.PL)	pẽ	pẽ	p ẽ	125	398	
13868	Araweté	ACTIVE (2.PL)	pe	pe	p e	125	398	
14098	Guajá	ACTIVE (2.PL)	pi	pi / pah	p i	125	398	Indicative I - Set I
14336	Teko	ACTIVE (2.PL)	pe	pe	p e	125	398	
14455	Wayampi	ACTIVE (2.PL)	pe	pe	p e	125	398	
14574	Zo'e	ACTIVE (2.PL)				0		
14693	Ka'apor	ACTIVE (2.PL)	pe	pe	p e	125	398	
15050	Kamajura	ACTIVE (2.PL)	pe	pe	p e	125	398	
15169	Asuriní Xingu	ACTIVE (2.PL)				0		
15288	Tupinambá	ACTIVE (2.PL)	pe	pe	p e	125	398	
15407	Nheengatu	ACTIVE (2.PL)				0		
15645	Yuki	ACTIVE (2.PL)				0		
15764	Guarayo	ACTIVE (2.PL)	pe	pe	p e	125	398	
15883	Siriono	ACTIVE (2.PL)				0		
16002	Warazu	ACTIVE (2.PL)				0		
16121	Chiriguano	ACTIVE (2.PL)	pe	pe	p e	125	398	
16359	Mbya	ACTIVE (2.PL)	pe	pe	p e	125	398	
16478	Guaraní	ACTIVE (2.PL)				0		
16597	Old Guaraní	ACTIVE (2.PL)	pe	pe	p e	125	398	
16716	Ache	ACTIVE (2.PL)				0		
16835	Xeta	ACTIVE (2.PL)				0		
16954	Kaiowa	ACTIVE (2.PL)	pe	pe	p e	125	398	
17073	Ñandeva	ACTIVE (2.PL)				0		
17329	Omagua	ACTIVE (2.PL)				0		
17430	Kokama	ACTIVE (2.PL)				0		
17566	Avá Canoeiro	ACTIVE (2.PL)	pe	pe	p e	125	398	
17655	Surui-Paiter	ACTIVE (2.PL)	mej	mej	m e j	125	398	
17821	Tapiete	ACTIVE (2.PL)	p	p	p	125	398	
18759	Tupinambá	ACTIVE (2.PL)	pe	pe	p e	291	398	
18963	Asuriní Tocantins	ACTIVE (2.PL)	pese	pese	p e s e	125	398	
18995	Kayabi	ACTIVE (2.PL)	peje	peje	p e j e	125	398	
19001	Kamajura	ACTIVE (2.PL)	peje	peje	p e j e	125	398	
19007	Parintintin	ACTIVE (2.PL)	pe	pe	p e	125	398	
19014	Tapirapé	ACTIVE (2.PL)	petse	petse	p e ts e	125	398	
19054	Guajá	ACTIVE (2.PL)	pah	pi / pah	p a h	356	202	Indicative - Set II
8983	Xipaya	ACTIVE (3)				0		
8986	Xipaya	ACTIVE (3)				0		
8988	Xipaya	ACTIVE (3)				0		
9102	Juruna	ACTIVE (3)				0		
9105	Juruna	ACTIVE (3)				0		
9221	Karo	ACTIVE (3)				0		
9224	Karo	ACTIVE (3)				0		
9340	Purubora	ACTIVE (3)				0		
9343	Purubora	ACTIVE (3)				0		
9700	Makurap	ACTIVE (3)	e	e	e	864	876	
9819	Wayoro	ACTIVE (3)	ɲ	ɲ / dʒ	ɲ	107	47	
9938	Tupari	ACTIVE (3)	i	i / s	i	107	47	
10191	Mekens	ACTIVE (3)	i	i / s	i	107	47	
10292	Mundurukú	ACTIVE (3)	oʔ	oʔ	o ʔ	193	403	
10530	Cinta-Larga	ACTIVE (3)				0		
10533	Cinta-Larga	ACTIVE (3)				0		
10669	Gavião	ACTIVE (3)	xi	xi / xih / s	ʃ i	861	871	
10674	Gavião	ACTIVE (3)				0		
11363	Zoro	ACTIVE (3)				0		
11368	Zoro	ACTIVE (3)				0		
11482	Surui-Paiter	ACTIVE (3)				0		
11485	Surui-Paiter	ACTIVE (3)				0		
11614	Karitiana	ACTIVE (3)				0		
11619	Karitiana	ACTIVE (3)				0		
11720	Arikem	ACTIVE (3)				0		
11723	Arikem	ACTIVE (3)				0		
11839	Mawe	ACTIVE (3)	to	to	t o	465	404	
11975	Awetí	ACTIVE (3)	wej	wej / o / i	w e j	859	870	
11980	Awetí	ACTIVE (3)				0		
12077	Asuriní Tocantins	ACTIVE (3)	o	o	o	193	403	
12080	Asuriní Tocantins	ACTIVE (3)				0		
12196	Parakana	ACTIVE (3)				0		
12199	Parakana	ACTIVE (3)				0		
12315	Surui-Aikewara	ACTIVE (3)				0		
12318	Surui-Aikewara	ACTIVE (3)				0		
12434	Tapirapé	ACTIVE (3)	a	a	a	466	405	
12437	Tapirapé	ACTIVE (3)				0		
12546	Tembe	ACTIVE (3)	u	u	u	193	403	
12553	Tembe	ACTIVE (3)	u	u	u	193	403	
12672	Guajajara	ACTIVE (3)	u	u / w	u	193	403	
12791	Apiaka	ACTIVE (3)				0		
12794	Apiaka	ACTIVE (3)				0		
12910	Parintintin	ACTIVE (3)	o	o	o	193	403	
12913	Parintintin	ACTIVE (3)				0		
13029	Amondawa	ACTIVE (3)				0		
13032	Amondawa	ACTIVE (3)				0		
13148	Tenharim	ACTIVE (3)				0		
13151	Tenharim	ACTIVE (3)				0		
13267	Jiahoi	ACTIVE (3)				0		
13270	Jiahoi	ACTIVE (3)				0		
13505	Urueuwauwau	ACTIVE (3)				0		
13508	Urueuwauwau	ACTIVE (3)				0		
13743	Kayabi	ACTIVE (3)	w	o / w	w	193	403	
13746	Kayabi	ACTIVE (3)				0		
13870	Araweté	ACTIVE (3)	u	u	u	193	403	
13872	Araweté	ACTIVE (3)				0		
14338	Teko	ACTIVE (3)	o	o	o	193	403	
14341	Teko	ACTIVE (3)				0		
14457	Wayampi	ACTIVE (3)	o	o	o	193	403	
14460	Wayampi	ACTIVE (3)				0		
14576	Zo'e	ACTIVE (3)				0		
14581	Zo'e	ACTIVE (3)				0		
14695	Ka'apor	ACTIVE (3)	u	u	u	193	403	
14698	Ka'apor	ACTIVE (3)				0		
14814	Anambe	ACTIVE (3)				0		
14817	Anambe	ACTIVE (3)				0		
15052	Kamajura	ACTIVE (3)	o	o	o	193	403	
15171	Asuriní Xingu	ACTIVE (3)				0		
15174	Asuriní Xingu	ACTIVE (3)				0		
15290	Tupinambá	ACTIVE (3)	o	o	o	193	403	
15647	Yuki	ACTIVE (3)				0		
15650	Yuki	ACTIVE (3)	e	e	e	864	876	
15652	Yuki	ACTIVE (3)				0		
15766	Guarayo	ACTIVE (3)	o	o	o	193	403	
15769	Guarayo	ACTIVE (3)				0		
15885	Siriono	ACTIVE (3)				0		
15888	Siriono	ACTIVE (3)				0		
16004	Warazu	ACTIVE (3)				0		
16007	Warazu	ACTIVE (3)				0		
16123	Chiriguano	ACTIVE (3)	o	o	o	193	403	
16361	Mbya	ACTIVE (3)	o	o	o	193	403	
16480	Guaraní	ACTIVE (3)				0		
16483	Guaraní	ACTIVE (3)				0		
16599	Old Guaraní	ACTIVE (3)	o	o	o	193	403	
16718	Ache	ACTIVE (3)				0		
16721	Ache	ACTIVE (3)				0		
16837	Xeta	ACTIVE (3)				0		
16840	Xeta	ACTIVE (3)				0		
16842	Xeta	ACTIVE (3)				0		
16956	Kaiowa	ACTIVE (3)	o	o	o	193	403	
16959	Kaiowa	ACTIVE (3)				0		
17194	Apapokuva	ACTIVE (3)				0		
17197	Apapokuva	ACTIVE (3)				0		
17336	Omagua	ACTIVE (3)				0		
17432	Kokama	ACTIVE (3)				0		
17559	Avá Canoeiro	ACTIVE (3)	o	o	o	193	403	
17645	Surui-Paiter	ACTIVE (3)	a	a	a	466	405	not marked?
17696	Surui-Paiter	ACTIVE (3)				0		
17813	Tapiete	ACTIVE (3)	o	o	o	193	403	
17843	Tapiete	ACTIVE (3)				0		
18656	Akuntsu	ACTIVE (3)	t	i / t	t	108	48	
18657	Mekens	ACTIVE (3)	s	i / s	s	108	48	
18660	Tupari	ACTIVE (3)	s	i / s	s	108	48	
18661	Wayoro	ACTIVE (3)	dʒ	ɲ / dʒ	d ʒ	108	48	
18755	Tupinambá	ACTIVE (3)	o	o	o	193	403	
18891	Guajajara	ACTIVE (3)	w	u / w	w	193	403	
18892	Kayabi	ACTIVE (3)	o	o / w	o	193	403	
18965	Asuriní Tocantins	ACTIVE (3)	o	o	o	193	403	
18991	Guarayo	ACTIVE (3)	o	o	o	193	403	
18997	Kayabi	ACTIVE (3)	o	0	o	193	403	
19003	Kamajura	ACTIVE (3)	o	o	o	193	403	
19009	Parintintin	ACTIVE (3)	o	o	o	193	403	
19019	Mbya	ACTIVE (3)	o	o	o	193	403	
19020	Guajajara	ACTIVE (3)	o	o	o	193	403	
19021	Kaiowa	ACTIVE (3)	o	o	o	193	403	
19022	Wayampi	ACTIVE (3)	o	o	o	193	403	
19345	Awetí	ACTIVE (3)	o	wej / o / i	o	193	403	
19346	Awetí	ACTIVE (3)	i	wej / o / i	i	107	47	
19347	Gavião	ACTIVE (3)	xih	xi / xih / s	ʃ i h	861	871	
19348	Gavião	ACTIVE (3)	s	xi / xih / s	s	862	873	
8984	Xipaya	ACTIVE (3.PL)				0		
9103	Juruna	ACTIVE (3.PL)				0		
9222	Karo	ACTIVE (3.PL)				0		
9341	Purubora	ACTIVE (3.PL)				0		
9698	Makurap	ACTIVE (3.PL)	e	e	e	105	45	
9817	Wayoro	ACTIVE (3.PL)	ndeat	ndeat	nd ea t	116	45	
10293	Mundurukú	ACTIVE (3.PL)				0		
10531	Cinta-Larga	ACTIVE (3.PL)				0		
10670	Gavião	ACTIVE (3.PL)	tá	tá / táa / ta	t á	559	874	
10769	Monde	ACTIVE (3.PL)				0		
11364	Zoro	ACTIVE (3.PL)				0		
11483	Surui-Paiter	ACTIVE (3.PL)				0		
11615	Karitiana	ACTIVE (3.PL)				0		
11721	Arikem	ACTIVE (3.PL)				0		
11840	Mawe	ACTIVE (3.PL)	taʔatu	taʔatu / teʔeru	t a ʔ a t u	467	406	
11976	Awetí	ACTIVE (3.PL)				0		
12078	Asuriní Tocantins	ACTIVE (3.PL)				0		
12197	Parakana	ACTIVE (3.PL)				0		
12316	Surui-Aikewara	ACTIVE (3.PL)				0		
12435	Tapirapé	ACTIVE (3.PL)				0		
12673	Guajajara	ACTIVE (3.PL)				0		
12792	Apiaka	ACTIVE (3.PL)				0		
12911	Parintintin	ACTIVE (3.PL)				0		
13030	Amondawa	ACTIVE (3.PL)				0		
13149	Tenharim	ACTIVE (3.PL)				0		
13268	Jiahoi	ACTIVE (3.PL)				0		
13506	Urueuwauwau	ACTIVE (3.PL)				0		
13744	Kayabi	ACTIVE (3.PL)				0		
13871	Araweté	ACTIVE (3.PL)				0		
14339	Teko	ACTIVE (3.PL)				0		
14458	Wayampi	ACTIVE (3.PL)				0		
14577	Zo'e	ACTIVE (3.PL)				0		
14696	Ka'apor	ACTIVE (3.PL)				0		
14815	Anambe	ACTIVE (3.PL)				0		
15053	Kamajura	ACTIVE (3.PL)				0		
15172	Asuriní Xingu	ACTIVE (3.PL)				0		
15410	Nheengatu	ACTIVE (3.PL)				0		
15648	Yuki	ACTIVE (3.PL)				0		
15767	Guarayo	ACTIVE (3.PL)				0		
15886	Siriono	ACTIVE (3.PL)				0		
16005	Warazu	ACTIVE (3.PL)				0		
16124	Chiriguano	ACTIVE (3.PL)				0		
16362	Mbya	ACTIVE (3.PL)				0		
16481	Guaraní	ACTIVE (3.PL)				0		
16600	Old Guaraní	ACTIVE (3.PL)				0		
16719	Ache	ACTIVE (3.PL)				0		
16838	Xeta	ACTIVE (3.PL)				0		
16957	Kaiowa	ACTIVE (3.PL)				0		
17076	Ñandeva	ACTIVE (3.PL)				0		
17195	Apapokuva	ACTIVE (3.PL)				0		
17332	Omagua	ACTIVE (3.PL)				0		
17433	Kokama	ACTIVE (3.PL)				0		
17589	Avá Canoeiro	ACTIVE (3.PL)				0		
17692	Surui-Paiter	ACTIVE (3.PL)				0		
17839	Tapiete	ACTIVE (3.PL)				0		
18774	Mawe	ACTIVE (3.PL)	teʔeru	taʔatu / teʔeru	t e ʔ e r u	467	406	
19349	Gavião	ACTIVE (3.PL)	táh	tá / táa / ta	t áa	559	874	
19350	Gavião	ACTIVE (3.PL)	ta	tá / táa / ta	t a	863	875	
8989	Xipaya	DATIVE				0		
9108	Juruna	DATIVE				0		
9227	Karo	DATIVE				0		
9346	Purubora	DATIVE				0		
9703	Makurap	DATIVE	pe 	pe / me	p e	114	51	
9822	Wayoro	DATIVE	 mẽ	 mẽ	m ẽ	114	51	
9941	Tupari	DATIVE	aropnã	aropnã	a r o p n ã	115	52	
10060	Akuntsu	DATIVE	bõ	(b)õ	b õ	113	50	
10192	Mekens	DATIVE	bõ	(b)õ	b õ	113	50	
10298	Mundurukú	DATIVE	pe	pe / be / webe	p e	114	51	
10536	Cinta-Larga	DATIVE				0		
10675	Gavião	DATIVE	koj	koj	k oi	75	290	
10774	Monde	DATIVE				0		
11369	Zoro	DATIVE				0		
11488	Surui-Paiter	DATIVE				0		
11620	Karitiana	DATIVE				0		
11726	Arikem	DATIVE				0		
11845	Mawe	DATIVE				0		
11981	Awetí	DATIVE	ma	ma	m a	120	285	
12083	Asuriní Tocantins	DATIVE	ope	ope	o p e	114	51	
12202	Parakana	DATIVE				0		
12321	Surui-Aikewara	DATIVE				0		
12440	Tapirapé	DATIVE	ope	ope	o p e	114	51	
12559	Tembe	DATIVE	we	we	w e	114	51	
12678	Guajajara	DATIVE	upe	upe	u p e	114	51	
12797	Apiaka	DATIVE				0		
12916	Parintintin	DATIVE	pe	pe	p e	114	51	
13035	Amondawa	DATIVE				0		
13154	Tenharim	DATIVE				0		
13273	Jiahoi	DATIVE				0		
13511	Urueuwauwau	DATIVE				0		
13749	Kayabi	DATIVE	upe	upe	u p e	114	51	
13876	Araweté	DATIVE	upe	upe	u p e	114	51	
14344	Teko	DATIVE	pe	pe / upe / dʒupe	p e	114	51	
14463	Wayampi	DATIVE	upe	upe	u p e	114	51	
14582	Zo'e	DATIVE				0		
14701	Ka'apor	DATIVE	pe	pe	p e	114	51	
14820	Anambe	DATIVE				0		
15058	Kamajura	DATIVE	upe	upe	u p e	114	51	
15177	Asuriní Xingu	DATIVE				0		
15296	Tupinambá	DATIVE	supé	supé	s u p é	114	51	
15415	Nheengatu	DATIVE				0		
15653	Yuki	DATIVE				0		
15772	Guarayo	DATIVE	upe	upe	u p e	114	51	
15891	Siriono	DATIVE				0		
16010	Warazu	DATIVE				0		
16129	Chiriguano	DATIVE	upe	upe	u p e	114	51	
16367	Mbya	DATIVE	upe	upe	u p e	114	51	
16486	Guaraní	DATIVE				0		
16605	Old Guaraní	DATIVE	upe	upe	u p e	114	51	
16724	Ache	DATIVE				0		
16843	Xeta	DATIVE				0		
16962	Kaiowa	DATIVE				0		
17081	Ñandeva	DATIVE				0		
17200	Apapokuva	DATIVE				0		
17337	Omagua	DATIVE	supi	supi	s u p i	114	51	
17438	Kokama	DATIVE	tsu	tsu / tsui	ts u	8	302	
17576	Avá Canoeiro	DATIVE	ʁupe	ʁupe	ʁ u p e	114	51	
17697	Surui-Paiter	DATIVE				0		
17833	Tapiete	DATIVE	jupe	jupe	j u p e	114	51	
18662	Makurap	DATIVE	me	pe / me	m e	114	51	
8990	Xipaya	DEFAULT POSSESSIVE				0		
9109	Juruna	DEFAULT POSSESSIVE				0		
9228	Karo	DEFAULT POSSESSIVE				0		
9347	Purubora	DEFAULT POSSESSIVE				0		
9823	Wayoro	DEFAULT POSSESSIVE	mbiro	mbiro	mb i r o	117	53	
9942	Tupari	DEFAULT POSSESSIVE	psiro	psiro	ps i r o	117	53	
10193	Mekens	DEFAULT POSSESSIVE	piro	piro	p i r o	117	53	
10299	Mundurukú	DEFAULT POSSESSIVE				0		
10537	Cinta-Larga	DEFAULT POSSESSIVE				0		
10676	Gavião	DEFAULT POSSESSIVE				0		
10775	Monde	DEFAULT POSSESSIVE				0		
11370	Zoro	DEFAULT POSSESSIVE				0		
11489	Surui-Paiter	DEFAULT POSSESSIVE				0		
11727	Arikem	DEFAULT POSSESSIVE				0		
11846	Mawe	DEFAULT POSSESSIVE	wat	wat	w a t	475	332	
11982	Awetí	DEFAULT POSSESSIVE				0		
12084	Asuriní Tocantins	DEFAULT POSSESSIVE				0		
12203	Parakana	DEFAULT POSSESSIVE				0		
12322	Surui-Aikewara	DEFAULT POSSESSIVE				0		
12441	Tapirapé	DEFAULT POSSESSIVE				0		
12679	Guajajara	DEFAULT POSSESSIVE				0		
12798	Apiaka	DEFAULT POSSESSIVE				0		
12917	Parintintin	DEFAULT POSSESSIVE				0		
13036	Amondawa	DEFAULT POSSESSIVE				0		
13155	Tenharim	DEFAULT POSSESSIVE				0		
13274	Jiahoi	DEFAULT POSSESSIVE				0		
13512	Urueuwauwau	DEFAULT POSSESSIVE				0		
13750	Kayabi	DEFAULT POSSESSIVE				0		
13877	Araweté	DEFAULT POSSESSIVE				0		
14345	Teko	DEFAULT POSSESSIVE				0		
14464	Wayampi	DEFAULT POSSESSIVE				0		
14583	Zo'e	DEFAULT POSSESSIVE				0		
14702	Ka'apor	DEFAULT POSSESSIVE				0		
14821	Anambe	DEFAULT POSSESSIVE				0		
15059	Kamajura	DEFAULT POSSESSIVE				0		
15178	Asuriní Xingu	DEFAULT POSSESSIVE				0		
15416	Nheengatu	DEFAULT POSSESSIVE				0		
15654	Yuki	DEFAULT POSSESSIVE				0		
15773	Guarayo	DEFAULT POSSESSIVE				0		
15892	Siriono	DEFAULT POSSESSIVE				0		
16011	Warazu	DEFAULT POSSESSIVE				0		
16130	Chiriguano	DEFAULT POSSESSIVE				0		
16368	Mbya	DEFAULT POSSESSIVE				0		
16487	Guaraní	DEFAULT POSSESSIVE				0		
16606	Old Guaraní	DEFAULT POSSESSIVE				0		
16725	Ache	DEFAULT POSSESSIVE				0		
16844	Xeta	DEFAULT POSSESSIVE				0		
16963	Kaiowa	DEFAULT POSSESSIVE				0		
17082	Ñandeva	DEFAULT POSSESSIVE				0		
17201	Apapokuva	DEFAULT POSSESSIVE				0		
17338	Omagua	DEFAULT POSSESSIVE				0		
17439	Kokama	DEFAULT POSSESSIVE				0		
17593	Avá Canoeiro	DEFAULT POSSESSIVE				0		
17698	Surui-Paiter	DEFAULT POSSESSIVE				0		
17828	Tapiete	DEFAULT POSSESSIVE	tɨ	tɨ	t ɨ	476	412	Somebodys
18822	Karitiana	DEFAULT POSSESSIVE						
8991	Xipaya	DESIDERATIVE				0		
9110	Juruna	DESIDERATIVE				0		
9229	Karo	DESIDERATIVE				0		
9348	Purubora	DESIDERATIVE				0		
9824	Wayoro	DESIDERATIVE	tika	tika	t i k a	118	54	
10195	Mekens	DESIDERATIVE	kaat	kaat	k aa t	94	33	
10300	Mundurukú	DESIDERATIVE				0		
10538	Cinta-Larga	DESIDERATIVE				0		
10678	Gavião	DESIDERATIVE				0		
10776	Monde	DESIDERATIVE				0		
11371	Zoro	DESIDERATIVE				0		
11490	Surui-Paiter	DESIDERATIVE				0		
11623	Karitiana	DESIDERATIVE	wak	wak	w a k	483	419	
11728	Arikem	DESIDERATIVE				0		
11847	Mawe	DESIDERATIVE				0		
11984	Awetí	DESIDERATIVE	teju	teju	t e j u	481	417	
12085	Asuriní Tocantins	DESIDERATIVE				0		
12204	Parakana	DESIDERATIVE				0		
12323	Surui-Aikewara	DESIDERATIVE				0		
12442	Tapirapé	DESIDERATIVE				0		
12561	Tembe	DESIDERATIVE				0		
12680	Guajajara	DESIDERATIVE				0		
12799	Apiaka	DESIDERATIVE				0		
12918	Parintintin	DESIDERATIVE				0		
13037	Amondawa	DESIDERATIVE				0		
13156	Tenharim	DESIDERATIVE				0		
13275	Jiahoi	DESIDERATIVE				0		
13513	Urueuwauwau	DESIDERATIVE				0		
13751	Kayabi	DESIDERATIVE				0		
13879	Araweté	DESIDERATIVE	puta	puta	p u t a	478	414	
14346	Teko	DESIDERATIVE	tanẽ	tanẽ	t a n ẽ	482	418	
14465	Wayampi	DESIDERATIVE				0		
14584	Zo'e	DESIDERATIVE				0		
14703	Ka'apor	DESIDERATIVE				0		
14822	Anambe	DESIDERATIVE				0		
15060	Kamajura	DESIDERATIVE				0		
15179	Asuriní Xingu	DESIDERATIVE	d	d	d	479	415	
15298	Tupinambá	DESIDERATIVE				0		
15417	Nheengatu	DESIDERATIVE				0		
15655	Yuki	DESIDERATIVE				0		
15774	Guarayo	DESIDERATIVE				0		
15893	Siriono	DESIDERATIVE				0		
16012	Warazu	DESIDERATIVE				0		
16131	Chiriguano	DESIDERATIVE				0		
16369	Mbya	DESIDERATIVE				0		
16488	Guaraní	DESIDERATIVE				0		
16607	Old Guaraní	DESIDERATIVE				0		
16726	Ache	DESIDERATIVE				0		
16845	Xeta	DESIDERATIVE				0		
16964	Kaiowa	DESIDERATIVE				0		
17083	Ñandeva	DESIDERATIVE				0		
17202	Apapokuva	DESIDERATIVE				0		
17340	Omagua	DESIDERATIVE				0		
17440	Kokama	DESIDERATIVE				0		
17555	Avá Canoeiro	DESIDERATIVE	ke	ke	k e	480	416	
17699	Surui-Paiter	DESIDERATIVE				0		
17788	Tapiete	DESIDERATIVE	ʃa	ʃa	ʃ a	484	420	
8992	Xipaya	DIFFUSE LOCATIVE				0		
9111	Juruna	DIFFUSE LOCATIVE				0		
9230	Karo	DIFFUSE LOCATIVE				0		
9349	Purubora	DIFFUSE LOCATIVE				0		
9825	Wayoro	DIFFUSE LOCATIVE	ere	ere	e r e	119	55	
9944	Tupari	DIFFUSE LOCATIVE	ere	ere	e r e	119	55	
10063	Akuntsu	DIFFUSE LOCATIVE	etʃe	etʃe	e tʃ e	119	55	
10196	Mekens	DIFFUSE LOCATIVE	ese	ese	e s e	119	55	
10301	Mundurukú	DIFFUSE LOCATIVE	daŋ	daŋ	d a ŋ	209	424	
10539	Cinta-Larga	DIFFUSE LOCATIVE				0		
10679	Gavião	DIFFUSE LOCATIVE				0		
10777	Monde	DIFFUSE LOCATIVE				0		
11372	Zoro	DIFFUSE LOCATIVE				0		
11491	Surui-Paiter	DIFFUSE LOCATIVE				0		
11624	Karitiana	DIFFUSE LOCATIVE				0		
11729	Arikem	DIFFUSE LOCATIVE				0		
11848	Mawe	DIFFUSE LOCATIVE				0		
11985	Awetí	DIFFUSE LOCATIVE				0		
12086	Asuriní Tocantins	DIFFUSE LOCATIVE	mo	mo	m o	25	421	
12205	Parakana	DIFFUSE LOCATIVE				0		
12324	Surui-Aikewara	DIFFUSE LOCATIVE				0		
12443	Tapirapé	DIFFUSE LOCATIVE				0		
12562	Tembe	DIFFUSE LOCATIVE	upí	upí	u p í	362	208	
12681	Guajajara	DIFFUSE LOCATIVE				0		
12800	Apiaka	DIFFUSE LOCATIVE				0		
12919	Parintintin	DIFFUSE LOCATIVE	βo	βo	β o	25	421	
13038	Amondawa	DIFFUSE LOCATIVE				0		
13157	Tenharim	DIFFUSE LOCATIVE				0		
13276	Jiahoi	DIFFUSE LOCATIVE				0		
13514	Urueuwauwau	DIFFUSE LOCATIVE				0		
13752	Kayabi	DIFFUSE LOCATIVE	mũ	mũ	m ũ	25	421	
13880	Araweté	DIFFUSE LOCATIVE				0		
14109	Guajá	DIFFUSE LOCATIVE	api	api / ipi	a p i	362	208	
14347	Teko	DIFFUSE LOCATIVE				0		
14466	Wayampi	DIFFUSE LOCATIVE	βo	βo	β o	25	421	
14585	Zo'e	DIFFUSE LOCATIVE				0		
14704	Ka'apor	DIFFUSE LOCATIVE	upi	upi	u p i	362	208	
14823	Anambe	DIFFUSE LOCATIVE				0		
15061	Kamajura	DIFFUSE LOCATIVE	rupi	rupi	r u p i	362	208	
15180	Asuriní Xingu	DIFFUSE LOCATIVE				0		
15299	Tupinambá	DIFFUSE LOCATIVE	βo	βo	β o	25	421	
15418	Nheengatu	DIFFUSE LOCATIVE				0		
15656	Yuki	DIFFUSE LOCATIVE				0		
15775	Guarayo	DIFFUSE LOCATIVE				0		
15894	Siriono	DIFFUSE LOCATIVE				0		
16013	Warazu	DIFFUSE LOCATIVE				0		
16132	Chiriguano	DIFFUSE LOCATIVE				0		
16370	Mbya	DIFFUSE LOCATIVE				0		
16489	Guaraní	DIFFUSE LOCATIVE				0		
16608	Old Guaraní	DIFFUSE LOCATIVE	βo	βo	β o	25	421	
16727	Ache	DIFFUSE LOCATIVE				0		
16846	Xeta	DIFFUSE LOCATIVE				0		
16965	Kaiowa	DIFFUSE LOCATIVE				0		
17084	Ñandeva	DIFFUSE LOCATIVE				0		
17203	Apapokuva	DIFFUSE LOCATIVE				0		
17341	Omagua	DIFFUSE LOCATIVE	ari	ari	a r i	487	425	
17441	Kokama	DIFFUSE LOCATIVE	ri	ri	r i	487	425	
17536	Avá Canoeiro	DIFFUSE LOCATIVE	iβo	(i)βo	i β o	25	421	perlative
17700	Surui-Paiter	DIFFUSE LOCATIVE				0		
17762	Tapiete	DIFFUSE LOCATIVE	ipi	ipi	i p i	362	208	
18732	Mundurukú	DIFFUSE LOCATIVE	di	di	d i	208	207	
19059	Guajá	DIFFUSE LOCATIVE	ipi	api / ipi	i p i	362	208	
8993	Xipaya	DIMINUTIVE				0		
9112	Juruna	DIMINUTIVE				0		
9231	Karo	DIMINUTIVE				0		
9350	Purubora	DIMINUTIVE				0		
9707	Makurap	DIMINUTIVE	i	i	i	28	456	
9826	Wayoro	DIMINUTIVE	nin	nin	n i n	211	56	
9945	Tupari	DIMINUTIVE	kutʔa	kutʔa	k u t ʔ a	213	58	
10064	Akuntsu	DIMINUTIVE	tin	tin	t i n	211	56	
10197	Mekens	DIMINUTIVE	sĩĩt	sĩĩt	s ĩĩ t	211	56	
10302	Mundurukú	DIMINUTIVE				0		
10540	Cinta-Larga	DIMINUTIVE				0		
10680	Gavião	DIMINUTIVE	ʃíʃìr	ʃíʃìr	ʃ í ʃ ì r	491	431	
10778	Monde	DIMINUTIVE				0		
11373	Zoro	DIMINUTIVE				0		
11492	Surui-Paiter	DIMINUTIVE				0		
11625	Karitiana	DIMINUTIVE				0		
11730	Arikem	DIMINUTIVE				0		
11849	Mawe	DIMINUTIVE	hit	hit	h i t	493	433	
11986	Awetí	DIMINUTIVE	ʔjɨt	ʔjɨt	ʔ j ɨ t	489	428	
12087	Asuriní Tocantins	DIMINUTIVE	ʔi	ʔi	ʔ i	28	456	
12206	Parakana	DIMINUTIVE				0		
12325	Surui-Aikewara	DIMINUTIVE				0		
12444	Tapirapé	DIMINUTIVE	ʔi	ʔi	ʔ i	28	456	
